model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否存在价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
Qwen2.5-32B-Instruct,去社区医院预约特快出租车用滴滴,"|序号id|应用名称|车型大类|车辆类型|价格|
|43|高德地图|豪华型|undefined|88-90|",,,"[{""app"": ""高德"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",高德,,高德,特快出租车,出租车,出租车,无,旅程出租，聚的新出租，出租车拼车,旅程出租，聚的新出租，出租车拼车,False,,False,0,,0,0,,0,1.115278721,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,王笑,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': '东潮出行'}, {'优享型': '享道出行'}, {'优享型': '妥妥E行'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '曹操出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '腾飞出行'}, {'优享型': '阳光出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '精选车型 优质司机'}, {'拼车': '出租车拼车'}, {'推荐': '极速拼车'}, {'推荐': '特惠快车'}, {'特价出发': '惊喜特价'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '5U出行'}, {'经济型': 'T3出行'}, {'经济型': '中军出行'}, {'经济型': '全民GO'}, {'经济型': '旅程出租'}, {'经济型': '易至出行'}, {'经济型': '星徽出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '添猫出行'}, {'经济型': '聚的新出租'}, {'经济型': '腾飞出行'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",出租车,旅程出租，聚的新出租，出租车拼车,,要到便利店对面用高德喊辆特快出租车
Qwen2.5-32B-Instruct,去开发区物流园叫特快出租车避开高峰期,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|29-31|
|1|高德地图|     |特惠快车|30-33|
|2|高德地图|经济型|J刻出行|33|
|3|高德地图|经济型|日初出行|33|
|4|高德地图|经济型|飞嘀打车|33|
|5|高德地图|经济型|聚的新出租|33|
|6|高德地图|经济型|首汽约车|33|
|7|高德地图|经济型|900出行|34|
|8|高德地图|经济型|方舟行|34|
|9|高德地图|经济型|奇华出行|34|
|10|高德地图|经济型|北京的士|35|
|11|高德地图|经济型|斑马快跑|36|
|12|高德地图|经济型|渔阳出行|37|
|13|高德地图|经济型|国泰出租|37|
|14|高德地图|经济型|易至出行|37|
|15|高德地图|特快车|超值体验 更快上车|40|
|16|高德地图|出租车|车多应答快|41|
|17|高德地图|优享型|旗妙出行|45|
|18|高德地图|优享型|享道出行|45|
|19|高德地图|优享型|妥妥E行|45|
|20|高德地图|优享型|风韵出行|47|
|21|高德地图|优享型|火箭出行|48|
|22|高德地图|优享型|飞嘀打车|48|
|23|高德地图|优享型|首汽约车|48|
|24|高德地图|优享型|东潮出行|48|
|25|高德地图|优享型|环旅出行|48|
|26|高德地图|优享型|中交出行|49|
|27|高德地图|轻享专车|静音不打扰 整洁无异味|54|
|28|高德地图|品质专车|静音不打扰 整洁无异味|58|
|29|高德地图|六座商务|宽敞空间 商务体验|64|
|30|高德地图|豪华型|车型高端 服务专业|70|
|31|高德地图|经济|首汽约车|75|
|32|高德地图|拼车|出租车拼车|83|
|33|高德地图|特价出发|惊喜特价|93|
|34|高德地图|特价出发|更多特价|95|
|35|高德地图|快速出发|无|102|
|36|高德地图|惠享专车|及时用车|111|
|37|高德地图|推荐|特惠快车|122|
|38|高德地图|推荐|推荐专车|122|
|39|高德地图|豪华型|undefined|90-95|",,,"[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,特快出租车,出租车,出租车,无,国泰出租，聚的新出租，出租车拼车，北京的士,国泰出租，聚的新出租，出租车拼车，北京的士,False,,False,0,,0,0,,0,1.092752218,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,王笑,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '妥妥E行'}, {'优享型': '旗妙出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '及时用车'}, {'拼车': '出租车拼车'}, {'推荐': '推荐专车'}, {'推荐': '特惠快车'}, {'特价出发': '惊喜特价'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '900出行'}, {'经济型': 'J刻出行'}, {'经济型': '北京的士'}, {'经济型': '国泰出租'}, {'经济型': '奇华出行'}, {'经济型': '斑马快跑'}, {'经济型': '方舟行'}, {'经济型': '日初出行'}, {'经济型': '易至出行'}, {'经济型': '渔阳出行'}, {'经济型': '聚的新出租'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",出租车,国泰出租，聚的新出租，出租车拼车，北京的士,,去开发区物流园叫特快出租车避开高峰期
Qwen2.5-32B-Instruct,到咖啡厅正门用滴滴叫个特快出租车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|15.26|
|1|滴滴|推荐|特惠快车|15.46|
|2|滴滴|推荐|滴滴快车|17.00|
|3|滴滴|推荐|特快出租车|18.27|
|4|滴滴|推荐|滴滴特快|19.86|
|5|滴滴|拼车|特价拼车|22.40-24.22|
|6|滴滴|拼车|极速拼车|20.94-22.86|
|7|滴滴|拼车|滴滴小巴|19.76-21.24|
|8|滴滴|特价|花小猪外接版|26.18|
|9|滴滴|特价|惊喜特价|26.23|
|10|滴滴|快速|曹操出行|38.16|
|11|滴滴|快速|出租车|38.84|
|12|滴滴|快速|滴滴轻享|39.15|
|13|滴滴|快速|滴滴特快|39.39|
|14|滴滴|快速|滴滴优享|39.67|
|15|滴滴|快速|滴滴快车|41.49|
|16|滴滴|快速|宽敞好车|41.94|
|17|滴滴|快速|方舟行|41.96|
|18|滴滴|快速|长沙新出租|42.08|
|19|滴滴|舒适|滴滴专车|44.68|
|20|滴滴|舒适|滴滴豪华车|44.71|
|21|滴滴|六座|六座专车|86.12|
|22|滴滴|六座|六座豪华车|86.81|",,,"[{""app"": ""滴滴"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,特快出租车,无,无,无,特快出租车，出租车，长沙新出租,特快出租车，出租车，长沙新出租,False,,False,0,,0,0,,0,1.115720272,直接命中车小类关键字但answer中没有或错误,,王笑,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '滴滴小巴'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",无,特快出租车，出租车，长沙新出租,,到咖啡厅正门用滴滴叫个特快出租车
Qwen2.5-32B-Instruct,想去体育馆北门订特快出租车走直线,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|32.14|
|1|滴滴|推荐|特惠快车|32.67|
|2|滴滴|推荐|滴滴快车|32.89|
|3|滴滴|推荐|特快出租车|33.07|
|4|滴滴|推荐|滴滴特快|35.39|
|5|滴滴|拼车|特价拼车|28.76-30.28|
|6|滴滴|拼车|极速拼车|32.06-33.20|
|7|滴滴|特价|花小猪外接版|40.22|
|8|滴滴|特价|惊喜特价|43.27|
|9|滴滴|特价|特惠快车|43.55|
|10|滴滴|快速|曹操出行|53.88|
|11|滴滴|快速|出租车|54.16|
|12|滴滴|快速|滴滴轻享|54.42|
|13|滴滴|快速|滴滴特快|54.99|
|14|滴滴|快速|滴滴优享|55.38|
|15|滴滴|快速|滴滴快车|55.51|
|16|滴滴|快速|宽敞好车|55.64|
|17|滴滴|快速|方舟行|56.97|
|18|滴滴|快速|长沙新出租|58.45|
|19|滴滴|快速|武汉新出租|58.49|
|20|滴滴|舒适|滴滴专车|88.22|
|21|滴滴|六座|六座专车|118.84|
|22|滴滴|六座|六座豪华车|119.12|",,,"[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,特快出租车,无,无,无,特快出租车，出租车，长沙新出租，武汉新出租,特快出租车，出租车，长沙新出租，武汉新出租,False,,False,0,,0,0,,0,1.106086493,直接命中车小类关键字但answer中没有或错误,,王笑,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",无,特快出租车，出租车，长沙新出租，武汉新出租,,想去体育馆北门订特快出租车走直线
Qwen2.5-32B-Instruct,要去夜市北入口打特快出租车预算20元,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|10.25|
|1|滴滴|推荐|特惠快车|10.48|
|2|滴滴|推荐|滴滴快车|12.11|
|3|滴滴|推荐|特快出租车|12.88|
|4|滴滴|推荐|滴滴特快|12.97|
|5|滴滴|推荐|宽敞好车|13.46|
|6|滴滴|拼车|特价拼车|9.78-11.09|
|7|滴滴|拼车|极速拼车|9.40-10.77|
|8|滴滴|特价|花小猪外接版|14.39|
|9|滴滴|特价|惊喜特价|16.28|
|10|滴滴|快速|曹操出行|17.57|
|11|滴滴|快速|出租车|17.61|
|12|滴滴|快速|滴滴轻享|18.20|
|13|滴滴|快速|滴滴特快|18.49|
|14|滴滴|快速|滴滴优享|19.19|
|15|滴滴|快速|滴滴快车|20.05|
|16|滴滴|快速|宽敞好车|20.82|
|17|滴滴|快速|方舟行|20.87|
|18|滴滴|快速|长沙新出租|21.38|
|19|滴滴|快速|武汉新出租|21.45|
|20|滴滴|舒适|滴滴专车|33.59|
|21|滴滴|六座|六座专车|41.59|
|22|滴滴|六座|六座豪华车|44.60|",,,"[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 20, ""fast"": False}]",无,,无,特快出租车,无,无,无,特快出租车，出租车，长沙新出租，武汉新出租,特快出租车，出租车，长沙新出租，武汉新出租,True,,True,0,,0,20,,20,1.179574251,直接命中车小类关键字但answer中没有或错误,,王笑,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '宽敞好车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",无,特快出租车，出租车，长沙新出租，武汉新出租,,要去夜市北入口打特快出租车预算20元
Qwen2.5-32B-Instruct,到健身房后门叫辆特快出租车别熄火等,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|10.49|
|1|滴滴|推荐|特惠快车|10.52|
|2|滴滴|推荐|滴滴快车|12.28|
|3|滴滴|推荐|特快出租车|12.83|
|4|滴滴|拼车|特价拼车|5.64-7.40|
|5|滴滴|拼车|极速拼车|3.63-4.84|
|6|滴滴|特价|花小猪外接版|9.64|
|7|滴滴|特价|惊喜特价|12.02|
|8|滴滴|快速|曹操出行|14.85|
|9|滴滴|快速|出租车|16.54|
|10|滴滴|快速|滴滴轻享|16.92|
|11|滴滴|快速|滴滴特快|17.32|
|12|滴滴|快速|滴滴优享|18.96|
|13|滴滴|快速|滴滴快车|19.63|
|14|滴滴|快速|宽敞好车|19.83|
|15|滴滴|舒适|滴滴专车|30.42|
|16|滴滴|六座|六座专车|39.78|
|17|滴滴|六座|六座豪华车|40.55|
|18|滴滴|六座|六座快车|42.79|",,,"[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,特快出租车,无,无,无,特快出租车，出租车,特快出租车，出租车,False,,False,0,,0,0,,0,1.128847122,直接命中车小类关键字但answer中没有或错误,,王笑,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",无,特快出租车，出租车,,到健身房后门叫辆特快出租车别熄火等
Qwen2.5-32B-Instruct,想去湿地公园西门订特快出租车走最近路线,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|6.17|
|1|滴滴|推荐|特惠快车|6.24|
|2|滴滴|推荐|滴滴快车|6.31|
|3|滴滴|推荐|特快出租车|8.19|
|4|滴滴|推荐|滴滴特快|8.85|
|5|滴滴|拼车|特价拼车|3.36-4.55|
|6|滴滴|拼车|极速拼车|-1.57--0.56|
|7|滴滴|特价|花小猪外接版|7.89|
|8|滴滴|快速|曹操出行|8.48|
|9|滴滴|快速|出租车|8.60|
|10|滴滴|快速|滴滴轻享|9.00|
|11|滴滴|快速|滴滴特快|10.10|
|12|滴滴|快速|滴滴优享|10.48|
|13|滴滴|快速|滴滴快车|10.91|
|14|滴滴|快速|宽敞好车|11.76|
|15|滴滴|快速|方舟行|12.04|
|16|滴滴|快速|长沙新出租|13.17|
|17|滴滴|快速|武汉新出租|13.62|
|18|滴滴|舒适|滴滴专车|16.71|
|19|滴滴|六座|六座专车|25.19|
|20|滴滴|六座|六座豪华车|26.39|",,,"[{""app"": ""无"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,特快出租车,无,无,无,特快出租车，出租车，长沙新出租，武汉新出租,特快出租车，出租车，长沙新出租，武汉新出租,False,,False,0,,0,0,,0,1.10491991,直接命中车小类关键字但answer中没有或错误,,王笑,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",无,特快出租车，出租车，长沙新出租，武汉新出租,,想去湿地公园西门订特快出租车走最近路线
Qwen2.5-32B-Instruct,要到超市卸货区用滴滴叫辆特快出租车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|19.20|
|1|滴滴|推荐|特惠快车|20.36|
|2|滴滴|推荐|滴滴快车|20.72|
|3|滴滴|推荐|特快出租车|20.97|
|4|滴滴|拼车|特价拼车|20.15-21.16|
|5|滴滴|特价|花小猪外接版|19.79|
|6|滴滴|特价|惊喜特价|20.74|
|7|滴滴|特价|特惠快车|21.88|
|8|滴滴|快速|曹操出行|30.55|
|9|滴滴|快速|出租车|31.66|
|10|滴滴|快速|滴滴轻享|32.40|
|11|滴滴|快速|滴滴特快|32.46|
|12|滴滴|快速|滴滴优享|32.82|
|13|滴滴|快速|滴滴快车|33.23|
|14|滴滴|快速|宽敞好车|33.46|
|15|滴滴|快速|方舟行|34.83|
|16|滴滴|舒适|滴滴专车|40.99|
|17|滴滴|六座|六座专车|76.09|
|18|滴滴|六座|六座豪华车|77.60|",,,"[{""app"": ""滴滴"", ""category"": ""特快出租车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",滴滴,,滴滴,特快出租车,无,无,无,特快出租车，出租车,特快出租车，出租车,False,,False,0,,0,0,,0,1.108647346,直接命中车小类关键字但answer中没有或错误,,王笑,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '特惠快车'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",无,特快出租车，出租车,,要到超市卸货区用滴滴叫辆特快出租车
