model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否包含价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
Qwen2.5-32B-Instruct,打的去鼓楼急诊，车型不限。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|18-18|
|1|高德地图|     |特惠快车|20-22|
|2|高德地图|经济型|腾飞出行|20|
|3|高德地图|经济型|旗妙出行|20|
|4|高德地图|经济型|J刻出行|20|
|5|高德地图|经济型|全民GO|21|
|6|高德地图|经济型|5U出行|22|
|7|高德地图|经济型|K9用车|22|
|8|高德地图|经济型|曹操出行|22|
|9|高德地图|经济型|飞嘀打车|22|
|10|高德地图|经济型|北京新出租|23|
|11|高德地图|经济型|神州专车|23|
|12|高德地图|经济型|方舟行|23|
|13|高德地图|经济型|斑马快跑|23|
|14|高德地图|经济型|星徽出行|24|
|15|高德地图|经济型|有序出行|24|
|16|高德地图|经济型|渔阳出行|24|
|17|高德地图|经济型|橄榄新出租|24|
|18|高德地图|经济型|北京的士|24|
|19|高德地图|特快车|超值体验 更快上车|22|
|20|高德地图|出租车|车多应答快|26|
|21|高德地图|优享型|妥妥E行|28|
|22|高德地图|优享型|火箭出行|28|
|23|高德地图|优享型|及时用车|28|
|24|高德地图|优享型|AA出行|29|
|25|高德地图|优享型|曹操出行|29|
|26|高德地图|优享型|飞嘀打车|30|
|27|高德地图|优享型|斑马快跑|30|
|28|高德地图|优享型|阳光出行|30|
|29|高德地图|优享型|东潮出行|31|
|30|高德地图|优享型|T3出行|31|
|31|高德地图|优享型|环旅出行|31|
|32|高德地图|优享型|享道出行|31|
|33|高德地图|轻享专车|静音不打扰 整洁无异味|34|
|34|高德地图|品质专车|静音不打扰 整洁无异味|34|
|35|高德地图|六座商务|宽敞空间 商务体验|41|
|36|高德地图|豪华型|车型高端 服务专业|42|
|37|高德地图|经济|首汽约车|50|
|38|高德地图|拼车|出租车拼车|55|
|39|高德地图|特价出发|惊喜特价|57|
|40|高德地图|特价出发|更多特价|59|
|41|高德地图|快速出发|无|66|
|42|高德地图|惠享专车|及时用车|71|
|43|高德地图|推荐|极速拼车|79|
|44|高德地图|豪华型|undefined|60-61|",无,无|无,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""所有车型"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,无,,无,所有车型,无,无,False,,False,0,,0,0,,0,1.082958221,其他,车小类无要求,王笑,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '享道出行'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '曹操出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '阳光出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '及时用车'}, {'拼车': '出租车拼车'}, {'推荐': '极速拼车'}, {'特价出发': '惊喜特价'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '5U出行'}, {'经济型': 'J刻出行'}, {'经济型': 'K9用车'}, {'经济型': '全民GO'}, {'经济型': '北京新出租'}, {'经济型': '北京的士'}, {'经济型': '斑马快跑'}, {'经济型': '方舟行'}, {'经济型': '旗妙出行'}, {'经济型': '星徽出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '橄榄新出租'}, {'经济型': '渔阳出行'}, {'经济型': '神州专车'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,打的去鼓楼急诊，车型不限。
Qwen2.5-32B-Instruct,打的去虹桥，要发票行程单,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|10-10|
|1|高德地图|     |特惠快车|10-11|
|2|高德地图|经济型|AA出行|11|
|3|高德地图|经济型|曹操出行|11|
|4|高德地图|经济型|首汽约车|11|
|5|高德地图|经济型|渔阳出行|11|
|6|高德地图|经济型|旗妙出行|12|
|7|高德地图|经济型|星徽出行|12|
|8|高德地图|经济型|365约车|12|
|9|高德地图|经济型|腾飞出行|12|
|10|高德地图|经济型|全民GO|13|
|11|高德地图|经济型|飞嘀打车|13|
|12|高德地图|经济型|方舟行|13|
|13|高德地图|经济型|东潮出行|14|
|14|高德地图|经济型|国泰出租|14|
|15|高德地图|经济型|聚的新出租|15|
|16|高德地图|经济型|享道出行|15|
|17|高德地图|经济型|及时用车|15|
|18|高德地图|经济型|奇华出行|15|
|19|高德地图|经济型|有序出行|15|
|20|高德地图|经济型|神州专车|15|
|21|高德地图|经济型|北京的士|15|
|22|高德地图|特快车|超值体验 更快上车|14|
|23|高德地图|出租车|车多应答快|16|
|24|高德地图|优享型|全民GO|15|
|25|高德地图|优享型|妥妥E行|15|
|26|高德地图|优享型|风韵出行|15|
|27|高德地图|优享型|优e出行特选|16|
|28|高德地图|优享型|AA出行|16|
|29|高德地图|优享型|曹操出行|17|
|30|高德地图|优享型|飞嘀打车|18|
|31|高德地图|优享型|及时用车|18|
|32|高德地图|优享型|阳光出行|18|
|33|高德地图|优享型|东潮出行|19|
|34|高德地图|优享型|神州专车|19|
|35|高德地图|优享型|享道出行|19|
|36|高德地图|轻享专车|静音不打扰 整洁无异味|18|
|37|高德地图|品质专车|静音不打扰 整洁无异味|22|
|38|高德地图|六座商务|宽敞空间 商务体验|23|
|39|高德地图|豪华型|车型高端 服务专业|23|
|40|高德地图|经济|首汽约车|27|
|41|高德地图|拼车|出租车拼车|31|
|42|高德地图|特价出发|更多特价|36|
|43|高德地图|快速出发|无|39|
|44|高德地图|惠享专车|好车好服务|42|
|45|高德地图|推荐|极速拼车|44|
|46|高德地图|豪华型|undefined|43-48|",无,无|无,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,无,,无,无,,无,False,,False,0,,0,0,,0,1.061994553,,,王笑,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': '东潮出行'}, {'优享型': '享道出行'}, {'优享型': '优e出行特选'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '曹操出行'}, {'优享型': '神州专车'}, {'优享型': '阳光出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '好车好服务'}, {'拼车': '出租车拼车'}, {'推荐': '极速拼车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': 'AA出行'}, {'经济型': '东潮出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '北京的士'}, {'经济型': '及时用车'}, {'经济型': '国泰出租'}, {'经济型': '奇华出行'}, {'经济型': '方舟行'}, {'经济型': '旗妙出行'}, {'经济型': '星徽出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '渔阳出行'}, {'经济型': '神州专车'}, {'经济型': '聚的新出租'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,打的去虹桥，要发票行程单
Qwen2.5-32B-Instruct,打的去家得福北门，经济型车。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|14-14|
|1|高德地图|     |特惠快车|17-18|
|2|高德地图|经济型|添猫出行|17|
|3|高德地图|经济型|旗妙出行|17|
|4|高德地图|经济型|J刻出行|17|
|5|高德地图|经济型|妥妥E行|17|
|6|高德地图|经济型|及时用车|17|
|7|高德地图|经济型|AA出行|19|
|8|高德地图|经济型|如祺出行|19|
|9|高德地图|经济型|飞嘀打车|20|
|10|高德地图|经济型|365约车|20|
|11|高德地图|经济型|东潮出行|20|
|12|高德地图|经济型|渔阳出行|20|
|13|高德地图|经济型|中军出行|21|
|14|高德地图|经济型|北京的士|21|
|15|高德地图|特快车|超值体验 更快上车|20|
|16|高德地图|出租车|车多应答快|26|
|17|高德地图|优享型|腾飞出行|24|
|18|高德地图|优享型|添猫出行|25|
|19|高德地图|优享型|全民GO|25|
|20|高德地图|优享型|火箭出行|25|
|21|高德地图|优享型|风韵出行|25|
|22|高德地图|优享型|及时用车|26|
|23|高德地图|优享型|AA出行|27|
|24|高德地图|优享型|曹操出行|28|
|25|高德地图|优享型|飞嘀打车|28|
|26|高德地图|优享型|斑马快跑|28|
|27|高德地图|优享型|阳光出行|28|
|28|高德地图|优享型|东潮出行|28|
|29|高德地图|优享型|环旅出行|28|
|30|高德地图|优享型|中交出行|28|
|31|高德地图|轻享专车|静音不打扰 整洁无异味|31|
|32|高德地图|品质专车|静音不打扰 整洁无异味|31|
|33|高德地图|六座商务|宽敞空间 商务体验|35|
|34|高德地图|豪华型|车型高端 服务专业|37|
|35|高德地图|经济|首汽约车|43|
|36|高德地图|拼车|特惠快车|49|
|37|高德地图|特价出发|更多特价|52|
|38|高德地图|快速出发|无|56|
|39|高德地图|惠享专车|好车好服务|63|
|40|高德地图|惠享专车|及时用车|64|
|41|高德地图|推荐|极速拼车|69|
|42|高德地图|豪华型|undefined|55-58|","1,2,3,4,5,6,7,8,9,10,11,12,13,14,35，36,37",    |特惠快车，经济型|添猫出行，经济型|旗妙出行，经济型|J刻出行，经济型|妥妥E行，经济型|及时用车，经济型|AA出行，经济型|如祺出行，经济型|飞嘀打车，经济型|365约车，经济型|东潮出行，经济型|渔阳出行，经济型|中军出行，经济型|北京的士，经济|首汽约车，拼车|特惠快车，特价出发|更多特价,"[{""app"": ""无"", ""category"": ""经济型车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,经济型车,经济型，经济，特价出发,经济型，经济，特价出发,无,特惠快车,特惠快车,False,,False,0,,0,0,,0,1.095964909,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,王笑,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '斑马快跑'}, {'优享型': '曹操出行'}, {'优享型': '添猫出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '腾飞出行'}, {'优享型': '阳光出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '及时用车'}, {'惠享专车': '好车好服务'}, {'拼车': '特惠快车'}, {'推荐': '极速拼车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': 'AA出行'}, {'经济型': 'J刻出行'}, {'经济型': '东潮出行'}, {'经济型': '中军出行'}, {'经济型': '北京的士'}, {'经济型': '及时用车'}, {'经济型': '如祺出行'}, {'经济型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'经济型': '添猫出行'}, {'经济型': '渔阳出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",经济型，经济，特价出发,特惠快车,,打的去家得福北门，经济型车。
Qwen2.5-32B-Instruct,打的去上海中心，价格不限。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|35-35|
|1|高德地图|     |特惠快车|40-41|
|2|高德地图|经济型|添猫出行|43|
|3|高德地图|经济型|全民GO|43|
|4|高德地图|经济型|享道出行|43|
|5|高德地图|经济型|及时用车|43|
|6|高德地图|经济型|5U出行|43|
|7|高德地图|经济型|AA出行|43|
|8|高德地图|经济型|曹操出行|44|
|9|高德地图|经济型|飞嘀打车|44|
|10|高德地图|经济型|首汽约车|45|
|11|高德地图|经济型|900出行|45|
|12|高德地图|经济型|斑马快跑|46|
|13|高德地图|经济型|阳光出行|46|
|14|高德地图|经济型|中交出行|47|
|15|高德地图|经济型|国泰出租|47|
|16|高德地图|经济型|聚的新出租|47|
|17|高德地图|特快车|超值体验 更快上车|47|
|18|高德地图|出租车|车多应答快|53|
|19|高德地图|优享型|添猫出行|58|
|20|高德地图|优享型|旗妙出行|58|
|21|高德地图|优享型|妥妥E行|58|
|22|高德地图|优享型|优e出行特选|59|
|23|高德地图|优享型|风韵出行|59|
|24|高德地图|优享型|曹操出行|59|
|25|高德地图|优享型|飞嘀打车|60|
|26|高德地图|优享型|首汽约车|60|
|27|高德地图|优享型|阳光出行|60|
|28|高德地图|优享型|东潮出行|61|
|29|高德地图|优享型|环旅出行|62|
|30|高德地图|优享型|星徽出行|62|
|31|高德地图|优享型|享道出行|62|
|32|高德地图|轻享专车|静音不打扰 整洁无异味|67|
|33|高德地图|品质专车|静音不打扰 整洁无异味|72|
|34|高德地图|六座商务|宽敞空间 商务体验|81|
|35|高德地图|豪华型|车型高端 服务专业|89|
|36|高德地图|经济|首汽约车|95|
|37|高德地图|拼车|特惠快车|106|
|38|高德地图|拼车|出租车拼车|107|
|39|高德地图|特价出发|惊喜特价|115|
|40|高德地图|快速出发|无|128|
|41|高德地图|惠享专车|阳光出行|141|
|42|高德地图|推荐|特惠快车|155|
|43|高德地图|推荐|极速拼车|158|
|44|高德地图|豪华型|undefined|103-104|",无,无|无,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100000, ""fast"": False}]",无,,无,无,,无,无,,无,True,,True,0,,0,100000,,100000,1.155949831,,,王笑,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '享道出行'}, {'优享型': '优e出行特选'}, {'优享型': '妥妥E行'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '曹操出行'}, {'优享型': '添猫出行'}, {'优享型': '环旅出行'}, {'优享型': '阳光出行'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '阳光出行'}, {'拼车': '出租车拼车'}, {'拼车': '特惠快车'}, {'推荐': '极速拼车'}, {'推荐': '特惠快车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '5U出行'}, {'经济型': '900出行'}, {'经济型': 'AA出行'}, {'经济型': '中交出行'}, {'经济型': '享道出行'}, {'经济型': '全民GO'}, {'经济型': '及时用车'}, {'经济型': '国泰出租'}, {'经济型': '斑马快跑'}, {'经济型': '曹操出行'}, {'经济型': '添猫出行'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,打的去上海中心，价格不限。
Qwen2.5-32B-Instruct,打的去郑州东站，要熟路司机。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|11-14|
|1|高德地图|     |特惠快车|14-15|
|2|高德地图|经济型|J刻出行|14|
|3|高德地图|经济型|妥妥E行|14|
|4|高德地图|经济型|及时用车|14|
|5|高德地图|经济型|中交出行|14|
|6|高德地图|经济型|如祺出行|15|
|7|高德地图|经济型|曹操出行|15|
|8|高德地图|经济型|中军出行|15|
|9|高德地图|经济型|方舟行|15|
|10|高德地图|经济型|T3出行|16|
|11|高德地图|经济型|渔阳出行|16|
|12|高德地图|经济型|星徽出行|16|
|13|高德地图|经济型|365约车|17|
|14|高德地图|经济型|北京的士|17|
|15|高德地图|经济型|易至出行|17|
|16|高德地图|特快车|超值体验 更快上车|15|
|17|高德地图|出租车|车多应答快|19|
|18|高德地图|优享型|添猫出行|19|
|19|高德地图|优享型|妥妥E行|19|
|20|高德地图|优享型|火箭出行|19|
|21|高德地图|优享型|AA出行|19|
|22|高德地图|优享型|曹操出行|19|
|23|高德地图|优享型|斑马快跑|20|
|24|高德地图|优享型|阳光出行|20|
|25|高德地图|优享型|T3出行|21|
|26|高德地图|优享型|东潮出行|21|
|27|高德地图|优享型|环旅出行|22|
|28|高德地图|优享型|星徽出行|22|
|29|高德地图|优享型|中交出行|23|
|30|高德地图|优享型|享道出行|23|
|31|高德地图|轻享专车|静音不打扰 整洁无异味|23|
|32|高德地图|品质专车|静音不打扰 整洁无异味|27|
|33|高德地图|六座商务|宽敞空间 商务体验|28|
|34|高德地图|豪华型|车型高端 服务专业|31|
|35|高德地图|经济|首汽约车|32|
|36|高德地图|拼车|出租车拼车|39|
|37|高德地图|特价出发|更多特价|39|
|38|高德地图|快速出发|无|44|
|39|高德地图|惠享专车|神州专车|50|
|40|高德地图|推荐|特惠快车|55|
|41|高德地图|豪华型|undefined|47-50|",无,无|无,"[{""app"": ""无"", ""category"": ""无"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,无,,无,无,,无,False,,False,0,,0,0,,0,1.064534903,,,王笑,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '妥妥E行'}, {'优享型': '斑马快跑'}, {'优享型': '星徽出行'}, {'优享型': '曹操出行'}, {'优享型': '添猫出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '阳光出行'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '神州专车'}, {'拼车': '出租车拼车'}, {'推荐': '特惠快车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': 'J刻出行'}, {'经济型': 'T3出行'}, {'经济型': '中交出行'}, {'经济型': '中军出行'}, {'经济型': '北京的士'}, {'经济型': '及时用车'}, {'经济型': '如祺出行'}, {'经济型': '妥妥E行'}, {'经济型': '方舟行'}, {'经济型': '易至出行'}, {'经济型': '星徽出行'}, {'经济型': '曹操出行'}, {'经济型': '渔阳出行'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,打的去郑州东站，要熟路司机。
Qwen2.5-32B-Instruct,打的去万达广场，车型随便别绕路。,"|序号id|应用名称|车型大类|车辆类型|价格|
